Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks,Monthly Revenue,Annual Burn Rate,Customer Acquisition Cost (CAC),Customer Lifetime Value (CLV),Active Users,Revenue Growth Rate (%),Funding Utilization (%),Profit Margin (%),Valuation at Funding,Operating Expenses
131,08/11/2018,A&R Bon Vivants,Food,Meat Retail Chain,Jaipur,"RB Investments, Singapore",Equity,"10,00,000",,2835559,6237975,77,685,311422,3.7,23.6,,436788045,1008262
132,12/11/2018,Blackbuck,Food Tech,POS For Online Ordering,"New York, Bengaluru",Tiger Global,Series A,"10,00,000",,2776825,1281321,257,1243,961515,16.3,33.9%,0.9,462364164,"1,715,133"
133,12/11/2018,MilkBAsket,Food,Micro-delivery grocery service,New Delhi,Mayfield Fund,Series B,"13,00,000",,471020,13453941,94,4305,"647,384",44.4,59.3,4.3%,344843870,913818
134,13/11/2018,DriveU,Transport,On-Demand Drivers,Bengaluru,Stevens Creek Ventures,Mezzanine,"10,00,000",,2804851,13996098,262,244,398042,48.7,118.9,-5.2%,78505938,1383376
135,14/11/2018,CleanseCar,Services,Car Wash,Bengaluru,Venture Catalysts,Seed/ Angel Funding,"5,00,000",,3978664,9610875,176,533,1122427,10.6,28.5,-10.6%,358459841,106105
136,19/11/2018,Automation Anywhere,Automation,Robotics,California,SoftBank Vision Fund,Series B,"30,00,00,000",,1533671,14355102,109,4454,1789501,29.6%,51.8%,25.0%,255753633,878945
137,20/11/2018,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),"60,00,000",,3022134,"15,604,394",386,1289,33193,8.7,75.2%,48.5,366401412,723375
138,21/11/2018,Genius Corner,Education,Personalized Learning,Noida,Individual investors,Seed Funding,"2,78,000",,173472,10298359,24,1574,269915,2.2,31.2,-1.3,23015803,1288547
139,22/11/2018,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,"3,10,00,000",,1750546,1048743,438,123,1824603,-10.3,31.8,20.7,196028230,252791
140,22/11/2018,Skillbox,Social Network,Art,Gurugram,Individual investors,Seed Funding,Undisclosed,,2194852,17420713,81,2061,1381838,,26.9%,-6.6%,265209517,286599
141,23/11/2018,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai/Bengaluru,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,"34,00,000",,4914037,9388065,292,4964,479055,33.7,70.3,12.6%,252559052,349299
142,24/11/2018,Engineer.ai,Software,AI Platform,India/US,"Lakestar and Jungle Ventures, Softbank\\xe2\\x80\\x99s DeepCore.",Series A,"2,95,00,000",,1088631,13481492,495,4928,738434,-13.5,48.7,-22.7,"305,198,906",1132770
143,25/11/2018,InCred Finance,Finance,SME Lending,India,"Paragon Partners, Individual Investors",Private Equity,"4,20,00,000",,1397210,18227254,61,3225,177095,6.3,24.0,-11.3,"293,247,768",681098
144,25/11/2018,Roposo,Social Media,Video Sharing,Delhi,Bertelsmann India Investments,Series B,"17,00,000",,2054472,7317026,463,3391,1687193,5.3%,70.2,-12.2%,400050426,173730
145,01/10/2018,Northmist,Fashion,Mens Wear,Delhi,Prashant Jaiswal,Seed/ Angel Funding,,,4963474,12477682,155,3235,,16.9,93.0,6.4%,213427735,1991369
146,02/10/2018,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/ Angel Funding,"1,10,00,000",,4269947,491917,371,,464441,17.3,86.9,-19.2,117604655,1254344
147,04/10/2018,Grover Zampa,Food,Wine,Mumbai,Ravi Viswanathan,Private Equity,"82,00,000",,192770,17712478,429,2618,387558,22.7,,-46.0%,73053259,1193901
148,05/10/2018,Droom,Automobile,New and Used Cars Platform,Gurgaon,ZigExN,Series E,"30,00,000",,1185018,1277316,119,1068,1382324,,75.1,-24.3,91590633,1294464
149,11/10/2018,Innov8,Real Estate,Co-Working,New Delhi,Credence Family Office,Pre-Series A,"40,00,000",,4111938,10868356,177,"4,346",1123913,-5.4,98.1,5.6,178765786,626361
150,12/10/2018,Blackbuck,Logistics Tech,Largest Trucking Platform,Bengaluru,Sequoia Capital India,Private Funding,"1,46,80,000",,310347,7100785,431,4403,1498049,-6.5%,26.2,-9.8%,478523227,74911
151,12/10/2018,LetsTransport,Logistics Tech,Book Trucks Online,Bengaluru,Fosun International,Series C,"1,20,00,000",,4281240,812176,55,763,498028,16.9%,39.1,-4.5,380601006,337058
152,01/09/2018,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,"3,50,00,000",,1421291,9295895,58,518,,41.1%,90.3,16.6,69652196,1627239
153,03/09/2018,Udaan,B2B Platform,Logistics and Shipping,Bengaluru,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,"22,50,00,000",,4589907,18718312,154,3974,"331,966",-17.2,53.6,-10.5,307195900,769121
154,03/09/2018,Daily hunt,Consumer Internet,News and ebooks Mobile App\\xc2\\xa0,Bengaluru,Falcon Edge,Private Equity,"63,90,000",,1482096,,303,285,"356,770",18.6,43.9%,8.0%,274611789,1960466
155,04/09/2018,3HCare,Healthcare,Healthcare Service Provider,Delhi,,Seed / Angel Funding,"10,00,000",,2182897,"5,916,211",404,,"1,470,018",8.0%,22.7,63.4,110795635,557695
156,04/09/2018,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,,,3316344,3867633,283,4910,1129660,29.1,106.8,0.5,370698519,942072
157,05/09/2018,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,"15,72,00,000",,648878,2586946,249,,776806,24.6,103.8,4.9,5089031,1747921
158,05/09/2018,Mad Street Den,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,KDDI\\xc2\\xa0,Private Equity,,,2794020,4681206,436,4004,1472692,13.0,26.0,19.5,47961822,1462467
159,06/09/2018,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,"10,00,00,000",,"2,534,977",11479497,89,706,1148918,21.8,50.4,-10.4%,"315,693,025",1057825
160,10/09/2018,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurugram,Stellaris Ventures & Others,Private Equity,"40,00,000",,3923813,15632215,451,1486,805857,-1.2,41.5%,-4.8,280510673,1170502
161,11/09/2018,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,"3,20,00,000",,1000000000,13837125,,2758,432327,28.0,40.7,7.6,340251090,"1,870,108"
162,11/09/2018,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,InnoVen Capital,Debt Funding,"55,00,000",,3328281,15448628,141,3416,"1,434,586",39.7,45.8,14.9,454300463,997302
163,11/09/2018,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,"50,00,000",,2057748,14340464,477,496,1104873,14.0,49.7,-13.3,397470257,657391
164,12/09/2018,Kissht,Fin-Tech,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,"3,00,00,000",,2043806,7720485,324,590,1788519,,90.7,24.0%,210204752,1527711
165,01/08/2018,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed/ Angel Funding,"4,00,000",,2101434,18014875,218,1447,842518,9.1,,48.7,130487145,266133
166,01/08/2018,HealthFin,Finance,Patient Financing Platform,Pune,"Axilor, Sprout Venture Partners and others",Seed/ Angel Funding,,,4073821,3530051,168,3424,530949,27.8,24.5,-37.8%,237409212,"91,589"
167,02/08/2018,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,"70,00,000",,1619654,14025531,223,2048,102543,11.2,52.3%,19.8%,272064377,1706842
168,03/08/2018,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurugram,Y Combinator,Private Equity,"1,20,000",,851525,2307076,396,1413,541947,-12.0,86.7,7.7%,278171388,1809769
169,07/08/2018,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,,Seed/ Angel Funding,"10,00,000",,1684771,,80,828,1453410,,50.6,2.6,20328653,1282228
170,07/08/2018,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,"3,50,00,000",,133106,1833873,91,4843,573953,-7.7%,39.1%,18.2,333611581,404694
171,07/08/2018,MakeMyTrip,Consumer Internet,Online Travel Aggregator,Gurugram,MakeMyTrip Limited,Private Equity,"1,00,00,000",,548590,4402023,,3535,1104773,,36.8%,44.5%,446806335,1385864
172,08/08/2018,Hansel io,Consumer Internet,Real-time Mobile App Management,Bengaluru,Vertex Ventures,Seed/ Angel Funding,"40,00,000",,468438,7886457,243,4930,429755,-25.3,79.8,16.4%,452884601,1896449
173,08/08/2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,"1,22,00,000",,3862331,13919928,408,2500,1854686,14.2,35.1,34.0,430339412,317894
174,08/08/2018,Phone Pe,Consumer Internet,UPI Payments App,Bengaluru,Flipkart,Private Equity,"6,60,00,000",,3617349,1006294,,4102,1803710,10.6,29.7,9.0,,380479
175,09/08/2018,quizizz,Ed-Tech,e-learning Platform,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,"30,00,000",,3489918,5221366,394,3217,1615919,-27.3%,95.0,19.1,327145049,634602
176,09/08/2018,Happy EMI,Fin-Tech,Consumer Financing Platform,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,"10,00,000",,2320148,6739337,454,2649,,18.7%,54.4,-3.6%,260063990,569864
177,13/08/2018,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,"40,00,000",,3590951,14647322,220,2397,1142281,-10.0%,109.5,10.9,148247074,125717
178,13/08/2018,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,"80,00,000",,823133,19234511,480,,16615,13.7,69.6,3.2,394151910,"180,007"
179,16/08/2018,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahemadabad,,Seed/ Angel Funding,"1,14,811",,4505095,12321929,447,2091,86214,3.8,,12.7,400717694,553378
180,17/08/2018,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurugram,Denlow Investment Trust and Beenext,Private Equity,"58,50,000",,2515202,10199341,399,3217,886956,-17.6,39.3,-31.4%,451943265,513976
181,20/08/2018,Finzy,Finance,Online Loan Matchmaking Platform,Bengaluru,,Seed / Angel Funding,"10,00,000",,4691495,6791969,193,2487,1503862,-8.9,108.1,-17.9,481592909,1349102
182,20/08/2018,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,"48,00,000",,778514,16470628,153,4855,"260,279",-7.3,32.6,39.7,442090476,1544668
183,22/08/2018,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,Bengaluru,CDC Group plc\\xc2\\xa0,Private Equity,"60,00,000",,2496703,,432,4502,1098133,31.6,51.6,44.9,408205565,1617295
184,22/08/2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,"1,42,70,000",,3487675,2672392,223,2348,1909024,28.7,50.3,-33.3%,377178597,
185,26/08/2018,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,"1,34,00,000",,2488216,4103534,20,2010,,55.9,118.8%,-4.2,60141349,1872181
186,26/08/2018,Shubh Loans,Fin-Tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,"42,00,000",,2241858,5434767,360,3807,1103495,1.8,117.4%,-8.7,166885824,1501946
187,27/08/2018,MyUpchar,Healthcare,Local Language Health Content App,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,"50,00,000",,847746,9285760,176,3229,1155532,1.1%,89.2,16.3,71768220,698697
188,28/08/2018,Narvar,IT,Post-Purchase Customer Engagement Platform\\xc2\\xa0,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,"30,00,000",,,"18,936,274",468,1197,125263,14.7,43.6%,7.9,183460260,472072
189,30/08/2018,True North,Finance,Private Equity Firm,Mumbai,,Private Equity,"60,00,00,000",,1209056,13042843,428,4178,"4,154",4.9,37.9,27.0,441218121,527209
190,01/07/2018,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed/ Angel Funding,,,1521530,7732682,56,3427,631749,0.3%,26.0,-23.8,354866650,1438254
191,02/07/2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,"10,00,000",,3424829,4309244,451,3124,"1,629,842",13.1,26.1%,18.7,406500420,1702883
192,04/07/2018,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,"40,00,000",,"3,158,807","13,003,281",475,3921,"11,956",26.1,114.1,1.7%,417743517,
193,05/072018,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,"62,50,000",,3043838,5137404,,1169,1598567,-30.2,80.4,-8.4,403180291,725362
194,06/07/2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,"2,77,00,000",,1821826,19524922,141,4009,515073,0.6%,39.8%,21.0,6415871,936255
195,09/07/2018,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,"4,40,000",,4799269,9606754,,653,198895,-16.1,98.1%,3.8%,473740713,826485
196,09/07/2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,"11,00,000",,456496,11060676,434,3977,191731,8.9,27.6,7.5,217086302,1108436
197,10/07/2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,"4,37,000",,,18079603,408,2974,1367678,20.7%,72.2,43.4,125761187,442894
198,10/07/2018,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed/ Angel Funding,,,607669,6176384,218,2930,89716,34.3,39.6%,11.8%,212034552,197656
199,10/07/2018,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,"50,00,000",,1707940,9488906,355,3650,1052248,3.3,64.9%,58.6%,276475472,115324
200,10/07/2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,"50,00,000",,4810250,10685774,195,"1,588",1869785,14.1,42.9,,347395372,16865
201,11/07/2018,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,"25,00,000",,1843992,5494377,130,3855,1179875,-21.6,33.7,9.8%,209178081,393095
202,12/07/2018,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,"1,80,000",,4544731,1187280,338,176,668762,-5.2,112.7%,-17.8%,277355396,1533101
203,12/07/2018,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,"5,00,000",,2485426,5746553,235,3484,1778717,16.1%,112.0,-13.2%,206338218,376576
204,13/07/2018,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,"1,75,000",,3504541,2336160,116,3982,145971,-15.2%,69.3,-6.4%,,778317
205,17/07/2018,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,"2,90,00,000",,,13546034,332,67,499212,36.7,98.6%,33.1,51371160,1486655
206,17/07/2018,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,"4,97,00,000",,1344032,242704,164,3488,342891,22.5%,40.2,-0.2%,350182363,1999410
207,18/07/2018,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,"15,00,000",,,6398233,295,3880,26418,,59.7,-18.5,,1282273
208,19/07/2018,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,"10,00,00,000",,4846498,17695779,183,2634,1909134,-17.6,42.6%,,240547481,251656
209,20/07/2018,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,,Seed/ Angel Funding,"15,00,000",,1332353,11415472,443,3042,417203,-2.4,28.4%,-19.6%,193220424,140436
210,21/07/2018,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,"1,80,00,000",,3898179,13458480,426,343,146698,-6.0,62.4,51.8,119269568,306627
211,23/07/2018,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,,Seed/ Angel Funding,,,1320477,13403441,,4941,,-12.3,94.5,-22.3,128849131,43372
212,23/07/2018,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,"2,80,000",,3590113,"6,036,762",356,4835,1924222,-16.1%,94.5%,2.8,322318213,423261
213,23/07/2018,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,"4,36,000",,,12683157,93,3834,422925,7.4%,64.3,58.1%,74979664,951387
214,24/07/2018,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,"1,80,000",,2257820,4501112,498,125,803667,26.6%,64.6,1.9,217083904,1672761
215,24/07/2018,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,"4,50,00,000",,3689859,12746459,111,2179,1349053,-2.2,80.3,20.6%,323950884,1138785
216,25/07/2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,"1,70,00,000",,1375762,13693224,434,4098,854719,20.9,113.3,7.3,201180884,1714956
217,25/07/2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,"12,50,000",,414682,17535217,423,3396,1579392,5.4,35.0%,10.0,76041399,"1,345,877"
218,25/07/2018,iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,"25,00,000",,,18398688,93,4528,497429,24.2,60.5,-10.5,398868601,186462
219,26/07/2018,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,"11,00,000",,2246178,577233,9,"3,098",1626439,,110.6,21.3,106403347,612478
220,26/07/2018,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity,,,,6052867,369,3583,1117202,17.6,74.9,43.2,471148278,963266
221,26/07/2018,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,"5,00,000",,655332,10987580,435,1720,20973,14.4%,99.3,-38.6,215110474,1128367
222,30/07/2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,"1,10,00,000",,2289765,6499026,359,4073,1241264,39.2,66.3,-13.1%,259631072,1529232
223,30/07/2018,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,"12,00,00,000",,3526079,12409705,,2690,18903,23.2,112.1,-3.8%,129646818,1214609
224,31/07/2018,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,"10,00,00,000",,1027769,17099390,324,4010,,17.1,109.0,-12.2,476869106,
